# HEADER: Prodid    : IDQ65448                                                                                                                                                                                                                                                                                                                                                                                  
# HEADER: Prodname  : Hourly River Height Bulletin in CSV Format                                                                                                                                                                                                                                                                                                                                                
# HEADER: Generated : 03-10-2019 14:30:09                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Notes     : Data from automatic stations have not been checked and may have errors.                                                                                                                                                                                                                                                                                                                   
# HEADER:             All heights are in metres.                                                                                                                                                                                                                                                                                                                                                                
# HEADER:             This product includes data made available to the Bureau by other agencies                                                                                                                                                                                                                                                                                                                 
# HEADER:             Separate approval may be required to use the data for other purposes.                                                                                                                                                                                                                                                                                                                     
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
# HEADER: Format    : stn_num,sensor_num,name,obs_time,hgt,datum,class,tendency,xinghgt,xingname,xingtype,long,lat                                                                                                                                                                                                                                                                                              
# HEADER:                                                                                                                                                                                                                                                                                                                                                                                                       
    535142,         0,TARANA CROSSING ALERT         ,03-10-2019 12:52:33,      .535,L,Below Minor,Falling       ,         .7,Tarana Crossing                         ,X,  149.5583,  -25.7961                                                                                                                                                                                                                   
    535296,         0,RIVINGTON ALERT               ,03-10-2019 13:47:47,       .12,L,Below Minor,Steady        ,        2.2,Alpha Ck bridge			                      ,X,  146.5606,  -23.9606                                                                                                                                                                                                                   
    536003,         0,BLACKALL TM                   ,03-10-2019 13:00:00,      .457,L,Below Minor,Steady        ,        3.7,Barcoo River Bridge			                  ,B,  145.4667,    -24.45                                                                                                                                                                                                                   
    536007,         0,BELYANDO CROSSING TM          ,03-10-2019 13:00:00,      .227,L,Unknown    ,Steady        ,        7.9,Belyando Crossing			                    ,B,  146.8589,  -21.5353                                                                                                                                                                                                                   
    536009,         0,BLACKALL AL                   ,03-10-2019 13:34:50,       .44,L,Below Minor,Steady        ,        3.7,Barcoo R Bridge.                        ,B,  145.4583,  -24.4267                                                                                                                                                                                                                   
    537003,         0,ROXBOROUGH DOWNS TM           ,03-10-2019 13:00:15,      1.38,L,Below Minor,Steady        ,           ,					                                   , ,  138.8417,  -22.5133                                                                                                                                                                                                                   
    537004,         0,STONEHENGE TM                 ,03-10-2019 12:00:00,      .309,L,Below Minor,Steady        ,        3.1, Western Thomson Crossing		             ,B,  143.2553,  -24.3356                                                                                                                                                                                                                   
    537005,         0,OONDOOROO TM                  ,03-10-2019 13:00:00,      .822,L,Below Minor,Steady        ,        2.8,Mills Creek Causeway 		                 ,C,  143.1636,  -22.1769                                                                                                                                                                                                                   
    537007,         0,BOGEWONG TM                   ,03-10-2019 12:00:00,     1.693,L,Below Minor,Steady        ,        3.1,Bogewong-Alroy Rd Bridge                ,B,  143.5144,  -23.9283                                                                                                                                                                                                                   
    537008,         0,VERGEMONT CREEK TM            ,03-10-2019 12:00:00,    -1.073,L,Unknown    ,Steady        ,        1.1,                                        ,X,  143.1289,  -24.0876                                                                                                                                                                                                                   
    538001,         0,RETREAT TM                    ,03-10-2019 12:00:00,      .332,L,Below Minor,Steady        ,        1.9,Barcoo River Causeway		                 ,C,  143.2814,  -25.1856                                                                                                                                                                                                                   
    538002,         0,BOULIA TM                     ,03-10-2019 13:00:00,      .854,L,Below Minor,Steady        ,        4.9,Burke River Bridge			                   ,B,  139.9128,  -22.9125                                                                                                                                                                                                                   
    538003,         0,DIAMANTINA LAKES TM           ,03-10-2019 13:00:15,      .338,L,Below Minor,Steady        ,        2.1,Springvale Diamantina Lakes Rd Causeway ,C,  141.0947,  -23.7125                                                                                                                                                                                                                   
    538006,         0,WINDORAH (LONG CROSSING) TM   ,03-10-2019 12:00:00,      2.62,L,Below Minor,Steady        ,        4.4,                                        ,A,  142.7258,  -25.3703                                                                                                                                                                                                                   
    538008,         0,WINDORAH(LIGNUM CHANNEL) TM   ,03-10-2019 12:00:00,     -.413,L,Unknown    ,Steady        ,         .5,                                        ,C,  142.8079,    -25.44                                                                                                                                                                                                                   
    538009,         0,WINDORAH (EATON CHANNEL TM)   ,03-10-2019 12:00:00,     -.231,L,Unknown    ,Steady        ,         .3,                                        ,X,  142.7961,  -25.4289                                                                                                                                                                                                                   
    538010,         0,WINDORAH (MAIN CHANNEL) TM    ,03-10-2019 12:00:00,      -.25,L,Unknown    ,Steady        ,        5.4,                                        ,B,  142.7453,  -25.3702                                                                                                                                                                                                                   
    539016,         0,WURA TM                       ,03-10-2019 13:00:00,      .378,L,Below Minor,Steady        ,           ,					                                   , ,  150.3567,  -23.7675                                                                                                                                                                                                                   
    539021,         0,FIG TREE TM                   ,03-10-2019 13:00:00,     1.356,L,Below Minor,Falling       ,           ,					                                   , ,  151.9889,  -25.2858                                                                                                                                                                                                                   
    539037,         0,DYKEHEAD TM                   ,03-10-2019 13:00:00,      .245,L,Below Minor,Steady        ,           ,					                                   , ,  151.0075,  -25.6814                                                                                                                                                                                                                   
    539038,         0,DERRA TM                      ,03-10-2019 14:00:00,     -.289,L,Below Minor,Steady        ,        3.8,					                                   ,B,  151.2436,  -25.6733                                                                                                                                                                                                                   
    539042,         0,BROVINIA TM                   ,03-10-2019 13:00:00,      .237,L,Below Minor,Steady        ,           ,					                                   , ,  151.0203,  -25.9383                                                                                                                                                                                                                   
    539043,         0,WOODLEIGH TM                  ,03-10-2019 01:00:00,      .849,L,Below Minor,Rising        ,           ,					                                   , ,  149.9667,  -24.8333                                                                                                                                                                                                                   
    539045,         0,CORINGA TM                    ,03-10-2019 13:00:00,      .388,L,Below Minor,Steady        ,           ,					                                   , ,  151.9869,  -25.3825                                                                                                                                                                                                                   
    539046,         0,GIN GIN CREEK TM              ,03-10-2019 13:00:00,     -.021,L,Below Minor,Steady        ,           ,					                                   , ,  151.8917,  -24.9686                                                                                                                                                                                                                   
    539048,         0,SPRINGFIELD TM                ,03-10-2019 13:00:00,      .861,L,Below Minor,Steady        ,           ,					                                   , ,  151.5872,  -24.7533                                                                                                                                                                                                                   
    539049,         0,WHARTON WEIR TM               ,03-10-2019 14:00:00,    92.136,L,Below Minor,Steady        ,           ,					                                   , ,  151.5833,  -25.6167                                                                                                                                                                                                                   
    539050,         0,FRED HAIGH DAM HW TM          ,03-10-2019 14:00:00,    -3.292,L,Below Minor,Steady        ,          0,Spillway                                ,S,    151.85,  -24.8725                                                                                                                                                                                                                   
    539052,         0,LANDS END TM                  ,03-10-2019 13:00:15,      .881,L,Below Minor,Steady        ,           ,					                                   , ,  151.2739,  -25.2144                                                                                                                                                                                                                   
    539057,         0,RANNES TM                     ,03-10-2019 13:00:00,     1.556,L,Below Minor,Steady        ,        2.5,Rannes Homestead Causeway	              ,C,  150.1167,     -24.1                                                                                                                                                                                                                   
    539058,         0,WOONGARRA P/S TM              ,03-10-2019 14:00:00,     2.714,L,Below Minor,Steady        ,           ,					                                   , ,  152.2531,  -24.9317                                                                                                                                                                                                                   
    539059,         0,ELLIOTT TM                    ,03-10-2019 13:00:00,     -1.29,L,Below Minor,Steady        ,        2.1,Goodwood Road			                        ,B,  152.3833,  -24.9833                                                                                                                                                                                                                   
    539060,         0,DR MAYS CROSSING TM           ,03-10-2019 13:00:00,      .695,L,Below Minor,Steady        ,        1.6,                                        ,C,  152.4167,  -24.9667                                                                                                                                                                                                                   
    539061,         0,GREGORY RIVER(BURRUM HWY TM)  ,03-10-2019 13:00:00,      .988,L,Below Minor,Steady        ,         13,New Isis Highway Bridge                 ,B,  152.2397,  -25.0881                                                                                                                                                                                                                   
    539062,         0,KINGSBOROUGH TM               ,03-10-2019 13:00:00,     -.027,L,Below Minor,Steady        ,           ,					                                   , ,  150.3833,  -23.9667                                                                                                                                                                                                                   
    539065,         0,ISLA-DELUSION XING TM         ,03-10-2019 14:00:00,      1.15,L,Below Minor,Steady        ,           ,					                                   , ,  150.1972,  -25.1883                                                                                                                                                                                                                   
    539068,         0,GOOVIGEN TM                   ,03-10-2019 13:00:00,       .25,L,Below Minor,Steady        ,           ,					                                   , ,  150.2869,  -24.1081                                                                                                                                                                                                                   
    539069,         0,COORANGA TM                   ,03-10-2019 13:00:00,      .892,L,Below Minor,Steady        ,           ,					                                   , ,  151.3328,  -25.7858                                                                                                                                                                                                                   
    539070,         0,GYRANDA WEIR TM               ,03-10-2019 14:00:00,     -6.46,L,Below Minor,Steady        ,          0,					                                   ,W,  150.1817,  -25.2842                                                                                                                                                                                                                   
    539071,         0,CALLIDE DAM HW TM             ,03-10-2019 14:00:00,    -8.464,L,Unknown    ,Steady        ,          0,FSL = 215.5m AHD                        ,F,  150.6128,  -24.3689                                                                                                                                                                                                                   
    539073,         0,SILVERLEAF WEIR TW TM         ,03-10-2019 14:00:00,      .892,L,Below Minor,Steady        ,           ,					                                   , ,     151.8,  -26.1667                                                                                                                                                                                                                   
    539074,         0,WURUMA DAM TW TM              ,03-10-2019 14:00:00,      .439,L,Below Minor,Steady        ,           ,					                                   , ,  150.9911,  -25.2017                                                                                                                                                                                                                   
    539079,         0,BARALABA TW TM                ,03-10-2019 14:00:00,      .647,L,Below Minor,Steady        ,          9,Dawson River Bridge                     ,B,  149.8136,  -24.1733                                                                                                                                                                                                                   
    539080,         0,BARALABA HW TM                ,03-10-2019 14:00:00,    -1.612,L,Below Minor,Steady        ,          0,					                                   ,W,  149.8136,  -24.1733                                                                                                                                                                                                                   
    539085,         0,MIMDALE TM                    ,03-10-2019 13:00:00,      .495,L,Below Minor,Steady        ,           ,Lowmead Bridge                          , ,  151.7356,   -24.515                                                                                                                                                                                                                   
    539089,         0,NED CHURCHWARD WEIR HW TM     ,03-10-2019 14:00:00,    17.865,L,Below Minor,Steady        ,         19,					                                   ,W,  152.0978,  -25.0528                                                                                                                                                                                                                   
    539090,         0,KNEBWORTH TM                  ,03-10-2019 14:00:00,      .771,L,Below Minor,Steady        ,           ,					                                   , ,  149.8122,  -23.8628                                                                                                                                                                                                                   
    539091,         0,GOOBURRUM P/S TM              ,03-10-2019 14:00:00,     2.139,L,Below Minor,Steady        ,           ,					                                   , ,  152.1892,   -24.785                                                                                                                                                                                                                   
    539108,         0,PARADISE DAM HW TM            ,03-10-2019 14:00:00,    -3.593,L,Below Minor,Steady        ,          0,Paradise Dam spillway                   ,S,  151.9194,  -25.3511                                                                                                                                                                                                                   
    539112,         0,KROOMBIT DAM HW TM            ,03-10-2019 14:00:00,   -13.215,L,Unknown    ,Steady        ,          0,Full Supply Level			                    ,F,  150.7742,  -24.4183                                                                                                                                                                                                                   
    539125,         0,BENARABY ALERT                ,03-10-2019 14:19:32,      1.12,L,Below Minor,Falling       ,           ,                                        , ,  151.3392,  -24.0278                                                                                                                                                                                                                   
    539126,         0,ESSENDEAN BRIDGE ALERT        ,03-10-2019 12:04:15,      -.08,L,Below Minor,Rising        ,        6.2,Essendean Bridge                        ,B,  151.8453,  -24.6014                                                                                                                                                                                                                   
    539131,         0,AWOONGA DAM ALERT             ,03-10-2019 11:58:46,     36.45,L,Unknown    ,Steady        ,         40,                                        ,S,  151.3217,    -24.07                                                                                                                                                                                                                   
    539132,         0,MIMDALE ALERT                 ,03-10-2019 14:14:35,        .6,L,Below Minor,Steady        ,           ,                                        , ,  151.7356,   -24.515                                                                                                                                                                                                                   
    539134,         0,BOYNE ISLAND ALERT            ,03-10-2019 14:26:54,     -.264,L,Below Minor,Falling       ,           ,                                        , ,  151.3578,  -23.9567                                                                                                                                                                                                                   
    539135,         0,HILLS ROAD ALERT              ,03-10-2019 13:48:22,       .48,L,Below Minor,Rising        ,        3.2,                                        ,B,  151.8892,  -24.4764                                                                                                                                                                                                                   
    539136,         0,BARNETTS ROAD ALERT           ,03-10-2019 13:11:02,       .37,L,Below Minor,Rising        ,           ,                                        , ,  151.9617,  -24.5181                                                                                                                                                                                                                   
    539143,         0,BUNDABERG SOUTH ALERT         ,03-10-2019 11:59:51,         0,L,Below Minor,Steady        ,        5.6,Ford St Culvert.                        ,X,  152.3636,  -24.8736                                                                                                                                                                                                                   
    539146,         0,CORINGA ALERT                 ,03-10-2019 10:28:23,       .16,L,Below Minor,Steady        ,           ,                                        , ,  151.9869,  -25.3803                                                                                                                                                                                                                   
    539147,         0,MT RAWDON ALERT               ,03-10-2019 14:26:33,      -.33,L,Unknown    ,Steady        ,          0,                                        ,W,  151.7964,  -25.2356                                                                                                                                                                                                                   
    539148,         0,FIG TREE ALERT                ,03-10-2019 14:06:04,      1.27,L,Below Minor,Falling       ,           ,                                        , ,  151.9892,  -25.2839                                                                                                                                                                                                                   
    539149,         0,NED CHURCHWARD WEIR HW ALERT  ,03-10-2019 12:29:42,     17.84,L,Below Minor,Steady        ,         19,                                        ,W,  152.0997,  -25.0514                                                                                                                                                                                                                   
    539150,         0,MINGO CROSSING ALERT          ,03-10-2019 13:58:59,         0,L,Unknown    ,Steady        ,        8.7,Mingo Crossing Bridge.                  ,B,  151.7775,   -25.395                                                                                                                                                                                                                   
    539151,         0,MT LAWLESS ALERT              ,03-10-2019 12:40:45,       .66,L,Below Minor,Steady        ,        6.1,Burnett River Bridge                    ,B,   151.655,   -25.545                                                                                                                                                                                                                   
    539152,         0,PARADISE DAM ALERT            ,03-10-2019 12:46:37,     -3.54,L,Below Minor,Falling       ,          0,Paradise Dam Spillway RL= 67.6m.        ,S,  151.9197,  -25.3511                                                                                                                                                                                                                   
    539153,         0,BRANYAN(WOONGARRA PS) AL      ,03-10-2019 11:33:44,      2.78,L,Below Minor,Steady        ,           ,                                        , ,  152.2553,    -24.93                                                                                                                                                                                                                   
    539163,         0,GYRANDA WEIR ALERT            ,03-10-2019 13:05:14,     -6.34,L,Below Minor,Steady        ,          0,                                        ,W,  150.1825,  -25.2842                                                                                                                                                                                                                   
    539164,         0,ISLA-DELUSION CROSSING ALERT  ,03-10-2019 12:15:59,      1.11,L,Below Minor,Steady        ,           ,                                        , ,   150.185,  -25.1803                                                                                                                                                                                                                   
    539172,         0,CASTLE CREEK ALERT            ,03-10-2019 11:27:29,        .1,L,Below Minor,Falling       ,        3.6,Castle Creek Bridge (Defence Rd)        ,R,  150.1992,  -24.8881                                                                                                                                                                                                                   
    539175,         0,LONESOME CREEK ALERT          ,03-10-2019 13:28:08,       .05,L,Below Minor,Steady        ,          4,Leichhardt Hway                         ,B,  150.1617,  -24.8167                                                                                                                                                                                                                   
    539182,         0,CANIA DAM HW ALERT            ,03-10-2019 12:08:00,     -4.66,L,Below Minor,Steady        ,          0,                                        ,S,  150.9833,    -24.65                                                                                                                                                                                                                   
    539184,         0,COORANGA (BOYNE R) ALERT      ,03-10-2019 14:29:50,       .83,L,Below Minor,Steady        ,           ,                                        , ,  151.3328,  -25.7858                                                                                                                                                                                                                   
    539188,         0,DYKEHEAD ALERT                ,03-10-2019 14:02:49,        .3,L,Below Minor,Steady        ,           ,                                        , ,  151.0075,  -25.6814                                                                                                                                                                                                                   
    539191,         0,GAYNDAH FLUME ALERT           ,03-10-2019 12:39:37,       .15,L,Below Minor,Steady        ,           ,                                        , ,  151.6031,  -25.6217                                                                                                                                                                                                                   
    539194,         0,MARRIAGES ALERT               ,03-10-2019 14:18:39,      2.62,L,Below Minor,Steady        ,           ,                                        , ,  151.1839,    -25.56                                                                                                                                                                                                                   
    539197,         0,MUNDUBBERA ALERT              ,03-10-2019 12:54:22,      5.57,L,Below Minor,Steady        ,         17,Dimitrios Bridge (Mundubbera-Durong Rd) ,B,     151.3,  -25.5936                                                                                                                                                                                                                   
    539203,         0,WURUMA HW ALERT               ,03-10-2019 13:37:29,     -2.58,L,Unknown    ,Steady        ,          0,Crest level is 228.292m AHD             ,S,  150.9894,  -25.1994                                                                                                                                                                                                                   
    539205,         0,BUCCA WEIR ALERT              ,03-10-2019 12:48:38,     14.31,L,Below Minor,Steady        ,       16.2,FSL=16.2m                               ,W,  152.0717,  -24.8592                                                                                                                                                                                                                   
    539206,         0,MOOLBOOLAMAN ALERT            ,03-10-2019 12:45:01,         0,L,Below Minor,Steady        ,         .2,Duckpond Rd Crossing                    ,X,  151.8031,  -24.9828                                                                                                                                                                                                                   
    539207,         0,FRED HAIGH HW ALERT           ,03-10-2019 14:00:38,     -1.61,L,Below Minor,Steady        ,          0,Spillway=75.56m                         ,S,    151.85,  -24.8725                                                                                                                                                                                                                   
    539210,         0,GIN GIN CK ALERT              ,03-10-2019 12:26:12,       .04,L,Below Minor,Steady        ,           ,                                        , ,  151.8917,  -24.9686                                                                                                                                                                                                                   
    539211,         0,MOORLANDS (GOOBURRUM PS) AL   ,03-10-2019 14:30:01,      2.21,L,Below Minor,Falling       ,           ,                                        , ,  152.1892,   -24.785                                                                                                                                                                                                                   
    539214,         0,SPRINGFIELD ALERT             ,03-10-2019 12:25:16,       .81,L,Below Minor,Steady        ,           ,                                        , ,  151.5872,  -24.7533                                                                                                                                                                                                                   
    539215,         0,ST AGNES CK ALERT             ,03-10-2019 11:41:44,         0,L,Below Minor,Steady        ,        7.6,St Agnes Bridge(Walla Rd)               ,B,  151.9742,  -25.1347                                                                                                                                                                                                                   
    539231,         0,MORGANVILLE ALERT             ,03-10-2019 12:05:36,       .95,L,Below Minor,Steady        ,        3.9,Perry River Bridge (Walla Rd)           ,B,  151.9725,  -25.1719                                                                                                                                                                                                                   
    539235,         0,CALLIDE DAM HW ALERT          ,03-10-2019 13:43:28,     -8.52,L,Unknown    ,Falling       ,      216.1,                                        ,S,  150.6128,  -24.3689                                                                                                                                                                                                                   
    539257,         0,COONAMBULA ALERT              ,03-10-2019 14:14:15,       .05,L,Unknown    ,Steady        ,         .7,                                        ,X,  151.1489,  -25.5884                                                                                                                                                                                                                   
    540027,         0,TINANA BARRAGE HW TM          ,03-10-2019 14:00:00,     1.626,L,Below Minor,Steady        ,        2.5,					                                   ,W,  152.7161,  -25.5736                                                                                                                                                                                                                   
    540028,         0,LAKE MANCHESTER ALERT         ,03-10-2019 12:11:59,     49.74,L,Unknown    ,Steady        ,       50.9,					                                   ,S,    152.75,    -27.49                                                                                                                                                                                                                   
    540037,         0,MOOLOOLABA TIDE TM            ,03-10-2019 13:58:00,     1.189,L,Below Minor,Steady        ,           ,                                        , ,  153.1331,  -26.6842                                                                                                                                                                                                                   
    540039,         0,THE BARRAGE TM                ,03-10-2019 14:00:00,     2.825,L,Below Minor,Steady        ,           ,					                                   , ,  152.6236,  -25.5906                                                                                                                                                                                                                   
    540040,         0,LINVILLE TM                   ,03-10-2019 13:00:00,      .086,L,Below Minor,Steady        ,           ,					                                   , ,  152.2731,  -26.8058                                                                                                                                                                                                                   
    540041,         0,BROOKLANDS TM                 ,03-10-2019 13:00:00,      .053,L,Below Minor,Steady        ,           ,					                                   , ,  151.8167,  -26.7333                                                                                                                                                                                                                   
    540042,         0,GLENMORE TM                   ,03-10-2019 13:00:00,      .502,L,Below Minor,Steady        ,           ,					                                   , ,  152.0542,  -26.4714                                                                                                                                                                                                                   
    540043,         0,BROOYAR TM                    ,03-10-2019 13:00:00,     1.224,L,Below Minor,Steady        ,           ,					                                   , ,  152.4108,  -26.0067                                                                                                                                                                                                                   
    540045,         0,BOAT MOUNTAIN TM              ,03-10-2019 13:00:00,      .213,L,Below Minor,Steady        ,           ,					                                   , ,  152.2833,  -26.9806                                                                                                                                                                                                                   
    540046,         0,PEACHESTER WRC TM             ,03-10-2019 13:00:00,      .266,L,Below Minor,Steady        ,           ,					                                   , ,  152.8416,  -26.8385                                                                                                                                                                                                                   
    540050,         0,WARREGO HIGHWAY TM            ,03-10-2019 13:00:00,      .091,L,Below Minor,Steady        ,           ,Jack Martin Bridge - Raymonts Crossing	 , ,  152.3875,  -27.5542                                                                                                                                                                                                                   
    540052,         0,EUMUNDI TM                    ,03-10-2019 13:00:00,      .058,L,Below Minor,Steady        ,           ,                                        , ,  152.9616,  -26.4945                                                                                                                                                                                                                   
    540053,         0,BJELKE-PETERSEN DAM HW TM     ,03-10-2019 14:00:00,   -12.726,L,Below Minor,Steady        ,          0,Spillway				                            ,S,  151.9781,  -26.3053                                                                                                                                                                                                                   
    540054,         0,LITTLE NERANG DAM ALERT       ,03-10-2019 11:54:37,      -.98,L,Below Minor,Steady        ,          0,Spillway Level			                       ,S,   153.285,  -28.1467                                                                                                                                                                                                                   
    540055,         0,PROSTON TM                    ,03-10-2019 13:00:00,     1.089,L,Below Minor,Steady        ,           ,					                                   , ,   151.545,  -26.1833                                                                                                                                                                                                                   
    540056,         0,CARTERS TM                    ,03-10-2019 13:00:00,      .047,L,Below Minor,Steady        ,           ,					                                   , ,     151.3,    -26.25                                                                                                                                                                                                                   
    540059,         0,PEACHESTER ALERT              ,03-10-2019 13:49:48,       .25,L,Below Minor,Steady        ,           ,					                                   , ,  152.8416,  -26.8385                                                                                                                                                                                                                   
    540061,         0,MISTY MORN ALERT              ,03-10-2019 12:40:39,      3.68,L,Below Minor,Steady        ,           ,					                                   , ,  152.9333,  -27.5167                                                                                                                                                                                                                   
    540063,         0,COLLEGES CROSSING ALERT       ,03-10-2019 14:24:13,      -.18,L,Unknown    ,Falling       ,        2.7,Colleges Crossing			                    ,X,  152.7975,  -27.5572                                                                                                                                                                                                                   
    540064,         0,GRANDCHESTER ALERT            ,03-10-2019 14:12:04,        .1,L,Below Minor,Steady        ,        4.6,Grandchester to Mt Mort Road bridge.    ,B,  152.4611,  -27.6631                                                                                                                                                                                                                   
    540065,         0,PEAK CROSSING ALERT           ,03-10-2019 12:46:36,       .01,L,Below Minor,Steady        ,        5.1,Ipswich to Boonah Road Bridge	          ,B,  152.7311,  -27.7806                                                                                                                                                                                                                   
    540066,         0,SAVAGES CROSSING TM           ,03-10-2019 13:00:00,     1.267,L,Below Minor,Steady        ,        2.9,					                                   ,B,  152.6683,    -27.44                                                                                                                                                                                                                   
    540067,         0,TENTHILL TM                   ,03-10-2019 13:00:00,      .469,L,Below Minor,Steady        ,           ,					                                   , ,  152.2133,  -27.6375                                                                                                                                                                                                                   
    540068,         0,ADAMS BRIDGE TM               ,03-10-2019 13:00:00,      .056,L,Below Minor,Steady        ,           ,					                                   , ,  152.5097,  -27.8311                                                                                                                                                                                                                   
    540071,         0,CORINDA HIGH ALERT            ,03-10-2019 14:11:13,         1,L,Below Minor,Rising        ,           ,					                                   , ,  152.9867,  -27.5483                                                                                                                                                                                                                   
    540073,         0,BENOBBLE TM                   ,03-10-2019 12:00:00,      .213,L,Below Minor,Steady        ,        9.1,Benobble Br (Beaudesert-Nerang Rd)	     ,B,  153.1575,  -27.9978                                                                                                                                                                                                                   
